outlet_name_mbfc,url_mbfc,bias_mbfc,factual_reporting_mbfc,country_mbfc,credibility_mbfc,url_cleaned
Auburn Citizen,https://mediabiasfactcheck.com/auburn-citizen-bias,Center,High,US,High,auburnpub.com
Auburn Times,https://mediabiasfactcheck.com/auburn-times,Questionable,Mixed,US,Low,auburntimes.com
Audacy,https://mediabiasfactcheck.com/radio-com,Center,Mixed,US,Medium,audacy.com
Aurora Banner,https://mediabiasfactcheck.com/aurora-banner-bias,Center-Left,High,US,High,yorkregion.com/aurora-on
Austin American-Statesman,https://mediabiasfactcheck.com/austin-american-statesman,Center-Left,High,US,High,statesman.com
Austin Daily Herald,https://mediabiasfactcheck.com/austin-daily-herald-minnesota,Center-Left,High,US,High,austindailyherald.com
Autism Investigated,https://mediabiasfactcheck.com/autism-investigated,Conspiracy-Pseudoscience,Low,US,Low,startribune.com/minnesota-autism-providers-under-investigation-lawmakers-consider-adding-guardrails/600379824
Autism Speaks,https://mediabiasfactcheck.com/autism-speaks,Conspiracy-Pseudoscience,Mixed,US,Low,autismspeaks.org
Autistic Self Advocacy Network (ASAN,https://mediabiasfactcheck.com/autistic-self-advocacy-network,Pro-Science,Very High,US,High,autisticadvocacy.org
AutoStraddle,https://mediabiasfactcheck.com/autostraddle,Left,Mixed,US,Medium,autostraddle.com
AV Club,https://mediabiasfactcheck.com/av-club,Center-Left,High,US,High,avclub.com
Awareness Act,https://mediabiasfactcheck.com/awareness-act,Conspiracy-Pseudoscience,Low,US,Low,awarenessact.com
Axiom News Network,https://mediabiasfactcheck.com/axiom-news-network,Right,Mixed,US,Medium,axiomnewsnetwork.com
Axios,https://mediabiasfactcheck.com/axios,Center-Left,High,US,High,axios.com
Ayn Rand Institute,https://mediabiasfactcheck.com/ayn-rand-institute,Center-Right,Mixed,US,Medium,newideal.aynrand.org
azfamily.com,https://mediabiasfactcheck.com/azfamily-com,Center,High,US,High,azfamily.com
Babylon Bee,https://mediabiasfactcheck.com/babylon-bee,Satire,,US,,babylonbee.com
BackChannel,https://mediabiasfactcheck.com/backchannel,Center-Left,High,US,High,wired.com/category/backchannel
Backed By Fact,https://mediabiasfactcheck.com/backed-by-fact,Left,High,US,High,guides.lib.berkeley.edu/c.php
Backroom Buzz,https://mediabiasfactcheck.com/backroom-buzz,Questionable,Low,US,Low,backroombuzz.com
Badger Institute,https://mediabiasfactcheck.com/the-badger-institute,Right,Mixed,US,Medium,badgerinstitute.org
Baldwin Times,https://mediabiasfactcheck.com/baldwin-times,Questionable,Mixed,US,Low,baldwintimes.com
Ballotpedia,https://mediabiasfactcheck.com/ballotpedia,Center,Very High,US,High,ballotpedia.org
Baltimore City Paper,https://mediabiasfactcheck.com/baltimore-city-paper,Left,Mostly Factual,US,Medium,baltimoresun.com/citypaper
Baltimore Sun,https://mediabiasfactcheck.com/baltimore-sun,Center-Left,High,US,High,baltimoresun.com
Bangor Daily News,https://mediabiasfactcheck.com/bangor-daily-news,Center-Left,High,US,High,bangordailynews.com
Banned Information,https://mediabiasfactcheck.com/banned-information,Questionable,Mixed,US,Low,bannedinformation.com
Banned.Video,https://mediabiasfactcheck.com/banned-video,Conspiracy-Pseudoscience,Very Low,US,Low,banned.video
Baptist News Global,https://mediabiasfactcheck.com/baptist-news-global,Center-Left,High,US,High,baptistnews.com
Bare Naked Islam,https://mediabiasfactcheck.com/bare-naked-islam,Questionable,Low,US,Low,barenakedislam.com
Barron's,https://mediabiasfactcheck.com/barrons,Center-Right,High,US,High,barrons.com
Baton Rouge Reporter,https://mediabiasfactcheck.com/baton-rouge-reporter-bias,Questionable,Mixed,US,Low,batonrougereporter.com
Battle Creek Enquirer,https://mediabiasfactcheck.com/battle-creek-enquirer,Center-Left,High,US,High,battlecreekenquirer.com
Baxter Bulletin,https://mediabiasfactcheck.com/the-baxter-bulletin,Center-Left,High,US,High,baxterbulletin.com
Bay Area Reporter,https://mediabiasfactcheck.com/bay-area-reporter,Left,High,US,High,ebar.com
Bay Nature Magazine,https://mediabiasfactcheck.com/bay-nature-magazine-bias,Center-Left,High,US,High,baynature.org
BB4SP,https://mediabiasfactcheck.com/bb4sp,Questionable,Low,US,Low,bb4sp.com
Beach Broadcast News,https://mediabiasfactcheck.com/beach-broadcast-news-bias,Questionable,Very Low,US,Low,beachbroadcastnews.com
Bearing Arms,https://mediabiasfactcheck.com/bearing-arms,Right,Mixed,US,Medium,bearingarms.com
Beatrice Daily Sun,https://mediabiasfactcheck.com/beatrice-daily-sun-bias,Center,High,US,High,beatricedailysun.com
Beavercreek News-current,https://mediabiasfactcheck.com/beavercreek-news-current-bias,Center-Right,High,US,High,beavercreeknewscurrent.com
Becker News,https://mediabiasfactcheck.com/becker-news,Questionable,Low,US,Low,beckernews.com
Bedford Times-News,https://mediabiasfactcheck.com/bedford-times-mail-bias,Center-Left,High,US,High,tmnews.com
Before It's News,https://mediabiasfactcheck.com/before-its-news,Questionable,Low,US,Low,beforeitsnews.com
Being Liberal,https://mediabiasfactcheck.com/being-liberal,Left,Mixed,US,Medium,beingliberal.org
Being Libertarian,https://mediabiasfactcheck.com/being-libertarian,Center-Right,Mixed,US,Medium,beinglibertarian.com
Belfer Center for Science and International Affairs,https://mediabiasfactcheck.com/the-belfer-center-for-science-and-international-affairs,Center-Left,High,US,High,belfercenter.org
Beliefnet,https://mediabiasfactcheck.com/beliefnet,Right,Mixed,US,Medium,beliefnet.com
Belleville News-Democrat,https://mediabiasfactcheck.com/belleville-news-democrat,Center,High,US,High,bnd.com
Bellingham Herald,https://mediabiasfactcheck.com/bellingham-herald,Center-Left,High,US,High,bellinghamherald.com
Benton Times,https://mediabiasfactcheck.com/benton-times,Questionable,Mixed,US,Low,bentontimes.com
Benzinga,https://mediabiasfactcheck.com/benzinga,Center,High,US,High,benzinga.com
Berkeleyside,https://mediabiasfactcheck.com/berkeleyside,Center-Left,High,US,High,berkeleyside.com
Berkshire Eagle,https://mediabiasfactcheck.com/berkshire-eagle,Center-Left,High,US,High,berkshireeagle.com
Berliner Zeitung,https://mediabiasfactcheck.com/berliner-zeitung,Center-Left,Mostly Factual,US,High,berliner-zeitung.de
Best News Here,https://mediabiasfactcheck.com/best-news-here,Conspiracy-Pseudoscience,Very Low,US,Low,bestnewshere.com
BestLife,https://mediabiasfactcheck.com/bestlife,Center,Mostly Factual,US,High,bestlifeonline.com
Better Government Association,https://mediabiasfactcheck.com/better-government-association,Center,High,US,High,bettergov.org
Big American News,https://mediabiasfactcheck.com/big-american-news,Satire,,US,,bigamericannews.com
Big Government News,https://mediabiasfactcheck.com/big-government-news,Conspiracy-Pseudoscience,Very Low,US,Low,biggovernment.news
Big Island Times,https://mediabiasfactcheck.com/big-island-times,Questionable,Mixed,US,Low,bigislandtimes.com
Big League Politics,https://mediabiasfactcheck.com/big-league-politics,Questionable,Low,US,Low,bigleaguepolitics.com
Big Think,https://mediabiasfactcheck.com/big-think,Center,High,US,High,bigthink.com
Billings Gazette,https://mediabiasfactcheck.com/billings-gazette,Center-Right,High,US,High,billingsgazette.com
BillionBibles.org,https://mediabiasfactcheck.com/billionbibles-bias-credibility-christian-propaganda-fake-news,Questionable,Very Low,US,Low,billionbibles.org
BillMoyers.com,https://mediabiasfactcheck.com/billmoyers-com,Left,Mostly Factual,US,Medium,billmoyers.com
Biloxi Sun Herald,https://mediabiasfactcheck.com/biloxi-sun-herald,Center,High,US,High,sunherald.com
Bing News,https://mediabiasfactcheck.com/bing-news,Center-Left,High,US,High,bing.com
BioDefense,https://mediabiasfactcheck.com/biodefense,Conspiracy-Pseudoscience,Very Low,US,Low,biodefense.com
Biologos Foundation,https://mediabiasfactcheck.com/biologos-foundation,Conspiracy-Pseudoscience,Mixed,US,Low,biologos.org
BioSpace,https://mediabiasfactcheck.com/biospace,Pro-Science,Mostly Factual,US,High,biospace.com
Biotechnology Innovation Organization (BIO,https://mediabiasfactcheck.com/biotechnology-innovation-organization-bio,Pro-Science,Very High,US,High,bio.org
Bipartisan Policy Center,https://mediabiasfactcheck.com/bipartisan-policy-center,Center-Right,Mostly Factual,US,High,bipartisanpolicy.org
Bipartisan Report,https://mediabiasfactcheck.com/bipartisan-report,Questionable,Low,US,Low,bipartisanreport.com
Bismarck Tribune,https://mediabiasfactcheck.com/bismarck-tribune,Center,High,US,High,bismarcktribune.com
Bitch Media,https://mediabiasfactcheck.com/bitch-media,Left,High,US,High,bitchmedia.org
Biz Standard News,https://mediabiasfactcheck.com/business-standard-news-bs-news,Satire,,US,,bizstandardnews.com
BizPac Review,https://mediabiasfactcheck.com/bizpac-review,Right,Mixed,US,Medium,bizpacreview.com
Blabber Buzz,https://mediabiasfactcheck.com/blabber-buzz,Right,Mixed,US,Medium,blabber.buzz
Black Agenda Report,https://mediabiasfactcheck.com/black-agenda-report,Left,Mixed,US,Medium,blackagendareport.com
Black America Web,https://mediabiasfactcheck.com/black-america-web,Left,Mostly Factual,US,Medium,blackamericaweb.com
Black Enterprise Magazine,https://mediabiasfactcheck.com/black-enterprise-magazine-bias,Center-Left,High,US,High,blackenterprise.com
Black Eye Politics,https://mediabiasfactcheck.com/black-eye-politics-bias-credibility-rating,Questionable,Low,US,Low,blackeyepolitics.com
Black Genocide,https://mediabiasfactcheck.com/black-genocide,Questionable,Low,US,Low,blackgenocide.org
Black Lives Matter,https://mediabiasfactcheck.com/black-lives-matter,Left,Mixed,US,Medium,blacklivesmatter.com
Black Main Street,https://mediabiasfactcheck.com/black-main-street,Left,Mostly Factual,US,Medium,blackmainstreet.net
Black Pigeon Speaks,https://mediabiasfactcheck.com/black-pigeon-speaks,Questionable,Low,US,Low,blackpigeonspeaks.com
Blacklisted News,https://mediabiasfactcheck.com/blacklisted-news,Conspiracy-Pseudoscience,Mixed,US,Low,blacklistednews.com
BlackNews.com,https://mediabiasfactcheck.com/blacknews-com,Questionable,Mixed,US,Low,blacknews.com
BlackPressUSA,https://mediabiasfactcheck.com/black-press-usa-bias,Center-Left,High,US,High,blackpressusa.com
Bleacher Report,https://mediabiasfactcheck.com/bleacher-report,Center-Left,Mostly Factual,US,High,bleacherreport.com
Bleeping Computer,https://mediabiasfactcheck.com/bleeping-computer-bias-rating,Center,High,US,High,bleepingcomputer.com
Blingnews.com,https://mediabiasfactcheck.com/blingnews-com,Questionable,Low,US,Low,blingnews.com
Bloomberg,https://mediabiasfactcheck.com/bloomberg,Center-Left,Mostly Factual,US,High,bloomberg.com
Bloomington Leader,https://mediabiasfactcheck.com/bloomington-leader,Questionable,Mixed,US,Low,bloomingtonleader.com
Blue Dot Daily,https://mediabiasfactcheck.com/blue-dot-daily,Questionable,Mixed,US,Low,bluedotdaily.com
Blue Informer,https://mediabiasfactcheck.com/blue-informer,Questionable,Low,US,Low,blueinformer.com
Blue Lives Matter (Police Tribune,https://mediabiasfactcheck.com/blue-lives-matter,Right,Mixed,US,Medium,policetribune.com
Blue Nation Review,https://mediabiasfactcheck.com/blue-nation-review,Left,Mixed,US,Medium,bluenationreview.com
Blue News Network (BNN,https://mediabiasfactcheck.com/blue-news-network-bnn,Satire,,US,,bluenewsnetwork.com
Blue State Daily,https://mediabiasfactcheck.com/blue-state-daily,Left,Mixed,US,Medium,bluestatedaily.com
Blue Tribune,https://mediabiasfactcheck.com/blue-tribune,Questionable,Low,US,Low,covenant.edu/blog/index.html
Blue Vision Post,https://mediabiasfactcheck.com/blue-vision-post,Questionable,Low,US,Low,bluevisionpost.com
Bluegrass Times,https://mediabiasfactcheck.com/bluegrass-times-bias,Questionable,Mixed,US,Low,bluegrasstimes.com
Bluestem Prairie,https://mediabiasfactcheck.com/bluestem-prairie,Center-Left,High,US,High,bluestemprairie.com
BlueVision.News,https://mediabiasfactcheck.com/bluevision-news,Questionable,Low,US,Low,bluevision.news
Blunt Force Truth,https://mediabiasfactcheck.com/blunt-force-truth,Questionable,Low,US,Low,bluntforcetruth.com
BoingBoing,https://mediabiasfactcheck.com/boing-boing,Left,Mixed,US,Medium,boingboing.net
Boise City Wire,https://mediabiasfactcheck.com/boise-city-wire,Questionable,Mixed,US,Low,boisecitywire.com
Bongino.com,https://mediabiasfactcheck.com/bongino-com,Questionable,Mixed,US,Low,bongino.com
Borderland Alternative Media (BAM,https://mediabiasfactcheck.com/borderland-alternative-media-bam,Questionable,Low,US,Low,borderlandalternativemedia.com
BorderReport,https://mediabiasfactcheck.com/borderreport-bias,Center,High,US,High,borderreport.com
Borowitz Report,https://mediabiasfactcheck.com/borowitz-report,Satire,,US,,newyorker.com/humor/borowitz-report
Bossip,https://mediabiasfactcheck.com/bossip,Questionable,Mixed,US,Low,bossip.com
Boston Globe,https://mediabiasfactcheck.com/boston-globe,Center-Left,High,US,High,bostonglobe.com
Boston Herald,https://mediabiasfactcheck.com/boston-herald,Center-Right,High,US,High,bostonherald.com
Boston Review,https://mediabiasfactcheck.com/boston-review,Left,High,US,High,bostonreview.net
Boston.com,https://mediabiasfactcheck.com/boston-com,Center-Left,High,US,High,boston.com
Boulder Leader,https://mediabiasfactcheck.com/boulder-leader,Questionable,Mixed,US,Low,boulderleader.com
Bounding Into Comics,https://mediabiasfactcheck.com/bounding-into-comics,Right,Mixed,US,Medium,boundingintocomics.com
Bowling Green Today,https://mediabiasfactcheck.com/bowling-green-today-bias,Questionable,Mixed,US,Low,bowlinggreentoday.com
Boy Genius Report,https://mediabiasfactcheck.com/boy-genius-report-bgr,Center-Left,High,US,High,bgr.com
Breaking Burgh,https://mediabiasfactcheck.com/breaking-burgh,Satire,,US,,breakingburgh.com
Breaking Christian News,https://mediabiasfactcheck.com/breaking-christian-news,Questionable,Low,US,Low,breakingchristiannews.com
Breaking Defense,https://mediabiasfactcheck.com/breaking-defense,Center-Right,High,US,High,breakingdefense.com
Breaking911,https://mediabiasfactcheck.com/breaking911,Questionable,Very Low,US,Low,breaking911.com
Breakthrough Institute,https://mediabiasfactcheck.com/breakthrough-institute,Center-Right,High,US,High,thebreakthrough.org
Breitbart,https://mediabiasfactcheck.com/breitbart,Questionable,Mixed,US,Low,breitbart.com
Breitbart Unmasked,https://mediabiasfactcheck.com/breitbart-unmasked,Left,Mixed,US,Medium,breitbartunmasked.com
Brennan Center for Justice,https://mediabiasfactcheck.com/brennan-center-for-justice,Center-Left,High,US,High,brennancenter.org
Brevard Sun,https://mediabiasfactcheck.com/brevard-sun,Questionable,Mixed,US,Low,brevardsun.com
Bridge Michigan,https://mediabiasfactcheck.com/bridge-magazine,Center-Left,High,US,High,bridgemi.com
Bridgeport Times,https://mediabiasfactcheck.com/bridgeport-times,Questionable,Mixed,US,Low,bridgeporttimes.com
Brief.News,https://mediabiasfactcheck.com/brief-news,Center,High,US,High,brief.news
Brighteon,https://mediabiasfactcheck.com/brighteon,Conspiracy-Pseudoscience,Very Low,US,Low,brighteon.com
Bring Me The News,https://mediabiasfactcheck.com/bring-me-the-news,Center,High,US,High,bringmethenews.com
Brookings Institute,https://mediabiasfactcheck.com/brookings-institute,Center-Left,Very High,US,High,brookings.edu
Brownstone Institute,https://mediabiasfactcheck.com/brownstone-institute-bias,Right,Mixed,US,Medium,brownstone.org
Bryan-College Station Eagle,https://mediabiasfactcheck.com/bryan-college-station-eagle-bias,Center,High,US,High,theeagle.com
Buffalo News,https://mediabiasfactcheck.com/buffalo-news,Center,High,US,High,buffalonews.com
Bugout.news,https://mediabiasfactcheck.com/bugout-news,Conspiracy-Pseudoscience,Very Low,US,Low,bugout.news
Bulletin of Atomic Scientists,https://mediabiasfactcheck.com/bulletin-of-the-atomic-scientists,Center-Left,High,US,High,thebulletin.org
Bullshido,https://mediabiasfactcheck.com/bullshido,Center,High,US,High,bullshido.net
Bullshit News,https://mediabiasfactcheck.com/bullshit-news,Satire,,US,,bullshitnews.org
Burnett County Sentinel,https://mediabiasfactcheck.com/burnett-county-sentinel,Center,Mostly Factual,US,High,burnettcountysentinel.com
