outlet_name_allsides,source_type_allsides,bias_allsides,url_allsides,url_cleaned
Church Militant,News Media,Right,https://www.allsides.com/news-source/church-militant-media-bias,churchmilitant.com
ChurchLeaders.com,News Media,Center,https://www.allsides.com/news-source/churchleaderscom-media-bias,churchleaders.com
Cincinnati Enquirer,News Media,Center,https://www.allsides.com/news-source/cincinnati-enquirer-media-bias,cincinnati.com
Citizen Connect,Dialogue & Debate,Center,https://www.allsides.com/news-source/citizen-connect-media-bias,citizenconnect.us
Citizen Tribune,News Media,Center,https://www.allsides.com/news-source/citizen-tribune-media-bias,citizentribune.com
Citizens Against Government Waste,,Center-Right,https://www.allsides.com/news-source/citizens-against-government-waste,cagw.org/media
Citizens for Tax Justice,,Left,https://www.allsides.com/news-source/citizens-tax-justice,ctj.org
City Journal,News Media,Right,https://www.allsides.com/news-source/city-journal-media-bias,city-journal.org
Civic Genius,Think Tank / Policy Group,Center,https://www.allsides.com/news-source/civic-genius-media-bias,ourcivicgenius.org
Civic Health Project,Think Tank / Policy Group,Center,https://www.allsides.com/news-source/civic-health-project-media-bias,civichealthproject.org
Civil Squared,Think Tank / Policy Group,Center-Left,https://www.allsides.com/news-source/civil-squared-media-bias,civilsquared.org
CivilPolitics.org,Think Tank / Policy Group,Center,https://www.allsides.com/news-source/civilpoliticsorg,civilpolitics.org
Clarksdale Press Register,News Media,Center,https://www.allsides.com/news-source/clarksdale-press-register-media-bias,pressregister.com
Cleveland Plain Dealer,News Media,Center,https://www.allsides.com/news-source/cleveland-plain-dealer-media-bias,cleveland.com
Click 2 Houston KPRC,News Media,Center,https://www.allsides.com/news-source/click-2-houston-kprc-media-bias,click2houston.com
Click Orlando,News Media,Center,https://www.allsides.com/news-source/click-orlando-media-bias,clickorlando.com
Clinton Herald,News Media,Center,https://www.allsides.com/news-source/clinton-herald-media-bias,clintonherald.com
CN2 News,News Media,Center,https://www.allsides.com/news-source/cn2-news-media-bias,cn2.com
CNBC,News Media,Center,https://www.allsides.com/news-source/cnbc,cnbc.com
CNET,News Media,Center,https://www.allsides.com/news-source/cnet,cnet.com
CNN (Opinion,News Media,Left,https://www.allsides.com/news-source/cnn-editorial,cnn.com/opinions
CNN Business,News Media,Center-Left,https://www.allsides.com/news-source/cnn-business-media-bias,cnn.com/business
CNN Digital,News Media,Center-Left,https://www.allsides.com/news-source/cnn-media-bias,cnn.com
CNN Fact Check,Fact Check,Left,https://www.allsides.com/news-source/facts-first-cnn-media-bias,cnn.com/specials/politics/fact-check-politics
CNSNews.com,News Media,Right,https://www.allsides.com/news-source/cnsnewscom,cnsnews.com
Cody Enterprise,News Media,Center,https://www.allsides.com/news-source/cody-enterprise-media-bias,codyenterprise.com
Coffee Party USA,Think Tank / Policy Group,Center,https://www.allsides.com/news-source/coffee-party-usa-media-bias,coffeepartyusa.com
CoinDesk,News Media,Center,https://www.allsides.com/news-source/coindesk-media-bias,coindesk.com
Colorado Newsline,News Media,Center,https://www.allsides.com/news-source/colorado-newsline-media-bias,coloradonewsline.com
Colorado Politics,News Media,Center,https://www.allsides.com/news-source/colorado-politics-media-bias,coloradopolitics.com
Colorado Springs Gazette,News Media,Center,https://www.allsides.com/news-source/colorado-springs-gazette,gazette.com
Colorado Times Recorder,News Media,Center-Left,https://www.allsides.com/news-source/colorado-times-recorder-media-bias,coloradotimesrecorder.com
Columbia Basin Herald,News Media,Center,https://www.allsides.com/news-source/columbia-basin-herald-media-bias,columbiabasinherald.com
Columbia Daily Tribune,News Media,Center,https://www.allsides.com/news-source/columbia-daily-tribune-media-bias,columbiatribune.com
Columbia Journalism Review,News Media,Center,https://www.allsides.com/news-source/columbia-journalism-review,cjr.org/index.php
Columbia Missourian,News Media,Center,https://www.allsides.com/news-source/columbia-missourian-media-bias-0,columbiamissourian.com
Columbia Missourian,News Media,Center,https://www.allsides.com/news-source/columbia-missourian-media-bias,columbiamissourian.com/news
Comedy Central,Humor & Satire,Center-Left,https://www.allsides.com/news-source/comedy-central-media-bias,cc.com
Commentary Magazine,News Media,Right,https://www.allsides.com/news-source/commentary-magazine-media-bias,commentary.org
Commerce City Sentinel Express,News Media,Center,https://www.allsides.com/news-source/commerce-city-sentinel-express-media-bias,commercecitysentinel.com
Committee to Protect Journalists,Think Tank / Policy Group,Center,https://www.allsides.com/news-source/committee-protect-journalists-media-bias,cpj.org
Common Cause,,Center-Left,https://www.allsides.com/news-source/common-cause,commoncause.org/california/our-work/promote-free-speech-accountability-in-media/media-legislation
Common Dreams,News Media,Left,https://www.allsides.com/news-source/common-dreams-media-bias,commondreams.org
Common Ground Committee,Think Tank / Policy Group,Center,https://www.allsides.com/news-source/common-ground-committee-media-bias,commongroundcommittee.org
Complex,News Media,Center,https://www.allsides.com/news-source/complex-media-bias,complex.com
Concord Monitor,News Media,Center,https://www.allsides.com/news-source/concord-monitor,concordmonitor.com
Connecticut Post,News Media,Center,https://www.allsides.com/news-source/connecticut-post-media-bias,ctpost.com
Connecticut Public,News Media,Center,https://www.allsides.com/news-source/connecticut-public-media-bias,ctpublic.org
Conservative HQ,News Media,Right,https://www.allsides.com/news-source/conservative-hq,conservativehq.com
Consider This from NPR,Podcast,Center-Left,https://www.allsides.com/news-source/consider-npr-media-bias,npr.org/podcasts/510355/considerthis
Consumer Federation of America,,Left,https://www.allsides.com/news-source/consumer-federation-america,consumerfed.org/newsroom
Cook Report,News Media,Center,https://www.allsides.com/news-source/cook-report,cookpolitical.com
Copperas Cove Leader Press,News Media,Center,https://www.allsides.com/news-source/copperas-cove-leader-press-media-bias,coveleaderpress.com
Corsicana Daily Sun,News Media,Center,https://www.allsides.com/news-source/corsicana-daily-sun-media-bias,corsicanadailysun.com
Corvallis Gazette-Times,News Media,Center,https://www.allsides.com/news-source/corvallis-gazette-times-media-bias,gazettetimes.com
Council on Foreign Relations,Think Tank / Policy Group,Left,https://www.allsides.com/news-source/council-foreign-relations,cfr.org
Countable,Reference,Center,https://www.allsides.com/news-source/countable-media-bias,countable.us
Counter Currents,News Media,Center-Left,https://www.allsides.com/news-source/counter-currents,countercurrents.org
Counter Pointing,Dialogue & Debate,Center,https://www.allsides.com/news-source/counter-pointing,counterpointing.com
Courier-Post,News Media,Center,https://www.allsides.com/news-source/courier-post-media-bias,courierpostonline.com
Covering Katy News,News Media,Center,https://www.allsides.com/news-source/covering-katy-news-media-bias,coveringkaty.com
Cowboy State Daily,News Media,Center-Right,https://www.allsides.com/news-source/cowboy-state-daily-media-bias,cowboystatedaily.com
Crossroads Today,News Media,Center,https://www.allsides.com/news-source/crossroads-today-media-bias,crossroadstoday.com
CrowdPAC,News Media,Center,https://www.allsides.com/news-source/crowdpac,crowdpac.com
Crunchbase News,News Media,Center,https://www.allsides.com/news-source/crunchbase-news-media-bias,news.crunchbase.com
CT Mirror,News Media,Center,https://www.allsides.com/news-source/ct-mirror-media-bias,ctmirror.org
CT News Junkie,News Media,Center-Left,https://www.allsides.com/news-source/ct-news-junkie-media-bias,ctnewsjunkie.com
CU Independent,News Media,Center,https://www.allsides.com/news-source/cu-independent,cuindependent.com
Culture Map Dallas,News Media,Center,https://www.allsides.com/news-source/culture-map-dallas-media-bias,dallas.culturemap.com
Cumberland Times-News,News Media,Center,https://www.allsides.com/news-source/cumberland-times-news-media-bias,times-news.com
Current Affairs,News Media,Left,https://www.allsides.com/news-source/current-affairs-media-bias,currentaffairs.org
Current Publishing,News Media,Center,https://www.allsides.com/news-source/current-publishing-media-bias,youarecurrent.com
Daily Beast,News Media,Left,https://www.allsides.com/news-source/daily-beast-media-bias,thedailybeast.com
Daily Breeze,News Media,Center,https://www.allsides.com/news-source/daily-breeze-media-bias,dailybreeze.com
Daily Cardinal,News Media,Center,https://www.allsides.com/news-source/daily-cardinal,dailycardinal.com
Daily Chela,News Media,Left,https://www.allsides.com/news-source/daily-chela-media-bias,dailychela.com
Daily Citizen,News Media,Right,https://www.allsides.com/news-source/daily-citizen-media-bias,dailycitizen.focusonthefamily.com
Daily Corinthian,News Media,Center,https://www.allsides.com/news-source/daily-corinthian-media-bias,dailycorinthian.com
Daily Hampshire Gazette,News Media,Center-Left,https://www.allsides.com/news-source/daily-hampshire-gazette-media-bias,home.gazettenet.com
Daily Herald Extra,News Media,Center,https://www.allsides.com/news-source/daily-herald-extra-media-bias,heraldextra.com
Daily Journal,News Media,Center,https://www.allsides.com/news-source/daily-journal-media-bias,djournal.com
Daily Journal Indiana,News Media,Center,https://www.allsides.com/news-source/daily-journal-indiana-media-bias,dailyjournal.net
Daily Kos,News Media,Left,https://www.allsides.com/news-source/daily-kos,dailykos.com
Daily Mail,News Media,Right,https://www.allsides.com/news-source/daily-mail,dailymail.co.uk
Daily Memphian,News Media,Center,https://www.allsides.com/news-source/daily-memphian-media-bias,dailymemphian.com
Daily Montanan,News Media,Center,https://www.allsides.com/news-source/daily-montanan-media-bias,dailymontanan.com
Daily News-Record,News Media,Center,https://www.allsides.com/news-source/daily-news-record-media-bias,dnronline.com
Daily Norseman,News Media,Center,https://www.allsides.com/news-source/daily-norseman-media-bias,dailynorseman.com
Daily Northwestern,News Media,Center-Left,https://www.allsides.com/news-source/daily-northwestern,dailynorthwestern.com
Daily Press,News Media,Center-Right,https://www.allsides.com/news-source/daily-press,dailypress.com
Daily Progress,News Media,Center,https://www.allsides.com/news-source/daily-progress,dailyprogress.com
Daily Record,News Media,Left,https://www.allsides.com/news-source/daily-record-media-bias,dailyrecord.co.uk
Daily Targum,News Media,Center-Left,https://www.allsides.com/news-source/daily-targum,dailytargum.com
DailyTrib.com,News Media,Center,https://www.allsides.com/news-source/dailytribcom-media-bias,dailytrib.com
Dakota Free Press,News Media,Center,https://www.allsides.com/news-source/dakota-free-press-media-bias,dakotafreepress.com
Dakota News Now,News Media,Center,https://www.allsides.com/news-source/dakota-news-now-media-bias,dakotanewsnow.com
Data for Progress,Think Tank / Policy Group,Left,https://www.allsides.com/news-source/data-progress-media-bias,dataforprogress.org
Dayton Daily News,News Media,Center,https://www.allsides.com/news-source/dayton-daily-news-media-bias,daytondailynews.com
DCist,News Media,Center,https://www.allsides.com/news-source/dcist-media-bias,dcist.com
Deadline,News Media,Center,https://www.allsides.com/news-source/deadline-media-bias,deadline.com
Debate.org,Dialogue & Debate,Center,https://www.allsides.com/news-source/debateorg-media-bias,debate.org
Defense News,News Media,Center,https://www.allsides.com/news-source/defense-news-media-bias,defensenews.com
Defense One,News Media,Center,https://www.allsides.com/news-source/defense-one-media-bias,defenseone.com
Delaware Business Times,News Media,Center,https://www.allsides.com/news-source/delaware-business-times-media-bias,delawarebusinesstimes.com
Delaware Live News,News Media,Center,https://www.allsides.com/news-source/delaware-live-news-media-bias,delawarelive.com
Delaware Online,News Media,Center,https://www.allsides.com/news-source/delaware-online-media-bias,delawareonline.com
Delaware Public Media,News Media,Center,https://www.allsides.com/news-source/delaware-public-media-media-bias,delawarepublic.org
Delaware State News,News Media,Center,https://www.allsides.com/news-source/delaware-state-news-media-bias,baytobaynews.com/delaware
Delaware Today,News Media,Center,https://www.allsides.com/news-source/delaware-today-media-bias,delawaretoday.com
Delta Democrat Times,News Media,Center,https://www.allsides.com/news-source/delta-democrat-times-media-bias,ddtonline.com
Democracy Now,News Media,Left,https://www.allsides.com/news-source/democracy-now,democracynow.org
Democrat and Chronicle,News Media,Center,https://www.allsides.com/news-source/democrat-and-chronicle-media-bias,democratandchronicle.com
Democratic Party,Think Tank / Policy Group,Center-Left,https://www.allsides.com/news-source/democratic-party,democrats.org
